rank,gender,gender_dist_raw_html,forename_URL,name,incidence,frequency,Definition,approximate_usage,most_prevalent,highest_density,world_most_common_rank
845,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/uju,Uju,"33,928","1:5,234",,"57,304",Nigeria,Nigeria,"16,451st "
846,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/fatimatu,Fatimatu,"33,870","1:5,243",,"36,225",Nigeria,Nigeria,"24,074th "
847,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/chris,Chris,"33,855","1:5,245",The usual diminutive of Christopher and Christina (or -e); an unusual one of Christabel.,"2,125,813",United States,Guernsey,284th 
848,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ahamed,Ahamed,"33,810","1:5,252",,"114,643",Nigeria,Comoros,"8,977th "
849,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/magdalene,Magdalene,"33,802","1:5,253","Hebrew (feminine) - Tower, magnificent.","121,963",Nigeria,Dominica,"8,479th "
850,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/austin,Austin,"33,741","1:5,263","A male name. (French, German Augustin, Italian Agostino, Spanish Agostin) Latin diminutive of augustus ‘venerable, ‘consecrated’. The name was very common in England in the Middle Ages (it is not found before the Conquest) usually in the syncopated form Austin.","205,237",United States,Malawi,"5,080th "
851,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/kamal,Kamal,"33,709","1:5,268","Kamal is an Arabic name, which means 'perfection'.
","2,519,397",India,Nepal,218th 
852, ,"<div class=""m"" style=""width:27px;"">&nbsp;</div>",https://forebears.io/forenames/adebola,Adebola,"33,675","1:5,273","
Adebola is a gender neutral name from the Yoruba tribe, who are predominantly found in the South Western region, Nigeria. It comes from the root word ade, meaning 'crown', the affix -b, meaning 'meets', and the affix -ola, meaning 'wealth'.","35,482",Nigeria,Nigeria,"24,471st "
853,98%,"<div class=""m"" style=""width:98px;"">98%</div>",https://forebears.io/forenames/ladan,Ladan,"33,596","1:5,285",,"69,281",Nigeria,Djibouti,"13,996th "
854,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/chuks,Chuks,"33,593","1:5,286",,"35,265",Nigeria,Nigeria,"24,578th "
855, ,"<div class=""m"" style=""width:1px;"">&nbsp;</div>",https://forebears.io/forenames/oluwabunmi,Oluwabunmi,"33,515","1:5,298",,"33,736",Nigeria,Nigeria,"25,440th "
856,81%,"<div class=""m"" style=""width:81px;"">81%</div>",https://forebears.io/forenames/ajayi,Ajayi,"33,425","1:5,312",,"33,672",Nigeria,Nigeria,"25,472nd "
857, ,"<div class=""m"" style=""width:38px;"">&nbsp;</div>",https://forebears.io/forenames/olaitan,Olaitan,"33,405","1:5,316",,"34,202",Nigeria,Nigeria,"25,162nd "
858,72%,"<div class=""m"" style=""width:72px;"">72%</div>",https://forebears.io/forenames/aniefiok,Aniefiok,"33,348","1:5,325",,"33,687",Nigeria,Nigeria,"25,464th "
859,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sade,Sade,"33,338","1:5,326",,"49,908",Nigeria,Trinidad and Tobago,"18,517th "
860,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/bintu,Bintu,"33,251","1:5,340",,"53,608",Nigeria,Sierra Leone,"17,437th "
861,68%,"<div class=""m"" style=""width:68px;"">68%</div>",https://forebears.io/forenames/efe,Efe,"33,233","1:5,343",,"42,411",Nigeria,Nigeria,"21,186th "
862,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/elisha,Elisha,"33,230","1:5,343","A male name. Hebrew ‘To whom the Lord is Saviour’, commonly latinized as Eliseus, the name of the disciple and successor of Elijah. Some of the medieval Ellis’s may represent this name, though most of them are undoubtedly from Elias (i.e.","178,942",Tanzania,Tanzania,"5,876th "
863,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/jacinta,Jacinta,"33,075","1:5,369","A Greek name, meaning: Wearer of the purple: the hyacinth.","279,635",Kenya,East Timor,"3,759th "
864,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/adams,Adams,"32,962","1:5,387","A Modern usage name, meaning: Second and sixth presidents of the United States.","59,362",Nigeria,Ghana,"15,995th "
865,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/nkiru,Nkiru,"32,939","1:5,391",,"33,280",Nigeria,Nigeria,"25,700th "
866,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/kadijat,Kadijat,"32,607","1:5,446",,"32,653",Nigeria,Nigeria,"26,095th "
867,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/foluke,Foluke,"32,562","1:5,453",,"33,125",Nigeria,Nigeria,"25,810th "
868,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hamsatu,Hamsatu,"32,491","1:5,465",,"32,569",Nigeria,Nigeria,"26,145th "
869,96%,"<div class=""m"" style=""width:96px;"">96%</div>",https://forebears.io/forenames/asuquo,Asuquo,"32,420","1:5,477",,"32,660",Nigeria,Nigeria,"26,092nd "
870,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/funmi,Funmi,"32,398","1:5,481",,"35,143",Nigeria,Nigeria,"24,656th "
871,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/muideen,Muideen,"32,329","1:5,492",,"32,406",Nigeria,Nigeria,"26,252nd "
872,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/olaniyi,Olaniyi,"32,307","1:5,496",,"33,037",Nigeria,Nigeria,"25,870th "
873,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/wilson,Wilson,"32,290","1:5,499","A comparatively little used m. ‘Christian’ direct from the surname, which obviously simplifies Will’s son: cf. Johnson.","1,419,252",Brazil,Palau,535th 
874,97%,"<div class=""m"" style=""width:97px;"">97%</div>",https://forebears.io/forenames/godswill,Godswill,"32,196","1:5,515",,"34,026",Nigeria,Nigeria,"25,275th "
875, ,"<div class=""m"" style=""width:22px;"">&nbsp;</div>",https://forebears.io/forenames/ufuoma,Ufuoma,"32,150","1:5,523",,"32,740",Nigeria,Nigeria,"26,052nd "
876,70%,"<div class=""m"" style=""width:70px;"">70%</div>",https://forebears.io/forenames/kaka,Kaka,"32,020","1:5,545",,"175,702",India,South Sudan,"5,989th "
877,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/abbakar,Abbakar,"31,812","1:5,582",,"31,926",Nigeria,Nigeria,"26,570th "
878,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/abdulmumini,Abdulmumini,"31,606","1:5,618",,"31,621",Nigeria,Nigeria,"26,781st "
879,90%,"<div class=""m"" style=""width:90px;"">90%</div>",https://forebears.io/forenames/okafor,Okafor,"31,565","1:5,625",,"31,716",Nigeria,Nigeria,"26,725th "
880,52%,"<div class=""m"" style=""width:52px;"">52%</div>",https://forebears.io/forenames/udoka,Udoka,"31,557","1:5,627",,"31,763",Nigeria,Nigeria,"26,695th "
881, ,"<div class=""m"" style=""width:16px;"">&nbsp;</div>",https://forebears.io/forenames/godiya,Godiya,"31,471","1:5,642",,"32,940",Nigeria,Nigeria,"25,918th "
882,98%,"<div class=""m"" style=""width:98px;"">98%</div>",https://forebears.io/forenames/yaya,Yaya,"31,399","1:5,655","Yaya is a given name of the Lunda tribe, meaning: elder brother.","434,050",Mali,Gambia,"2,354th "
883,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hasiya,Hasiya,"31,396","1:5,656",,"35,220",Nigeria,Nigeria,"24,610th "
884,81%,"<div class=""m"" style=""width:81px;"">81%</div>",https://forebears.io/forenames/nsikak,Nsikak,"31,391","1:5,657",,"31,475",Nigeria,Nigeria,"26,886th "
885,72%,"<div class=""m"" style=""width:72px;"">72%</div>",https://forebears.io/forenames/uwem,Uwem,"31,381","1:5,658",,"31,540",Nigeria,Nigeria,"26,841st "
886,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/abdulrasheed,Abdulrasheed,"31,333","1:5,667",,"36,609",Nigeria,Nigeria,"23,878th "
887,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ubaida,Ubaida,"31,293","1:5,674",,"32,958",Nigeria,Nigeria,"25,908th "
888, ,"<div class=""m"" style=""width:33px;"">&nbsp;</div>",https://forebears.io/forenames/idorenyin,Idorenyin,"31,269","1:5,679",,"31,388",Nigeria,Nigeria,"26,948th "
889,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/theophilus,Theophilus,"31,032","1:5,722","A male name. Greek θεόφιλος ‘loved of God’, the name of the man to whom St Luke’s Gospel and the Acts of the Apostles were addressed. It was first used as a christian name in England after the Reformation, and was common in the 17th C. It has continued to be used in the Hastings family since the time of Theophilus Hastings, 7th Earl of Huntingdon (b.","103,803",Ghana,Ghana,"9,856th "
890,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sadia,Sadia,"31,019","1:5,724",,"1,240,327",Bangladesh,Bangladesh,650th 
891,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/garuba,Garuba,"30,911","1:5,744","
Garuba is a Yoruba variant of the name Garba, which in turn was coined from the Arabic word al-garb, meaning 'southerner', or 'one from the south'.
","30,936",Nigeria,Nigeria,"27,270th "
892,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/virginia,Virginia,"30,902","1:5,746","A female name. Latin f. of Virginius, earlier Verginius, the name of a Roman plebeian gens, probably cognate with Vergilius and of non-Latin origin The story of Paul et Virginie (1786) made it popular in France. It came into use in England in the 19th C.","1,639,282",United States,Bolivia,425th 
893,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/valentine,Valentine,"30,864","1:5,753","(m., f.) Latin derivative of Valens ‘strong’, ‘healthy’ (cf. Constantinus from Constans, Clementinus from Clemens); the name of a 3rd-C saint martyred under the Emperor Claudius. His feast day (14 Feb) almost coincided with the festival of Juno Februata (15 Feb), and the custom of drawing lots for lovers was transferred from the pagan to the christian festival.","186,113",Kenya,Saint Kitts and Nevis,"5,635th "
894,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/adejoke,Adejoke,"30,848","1:5,756",,"31,411",Nigeria,Nigeria,"26,928th "
895,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ramat,Ramat,"30,840","1:5,758",,"42,501",Nigeria,Cameroon,"21,141st "
896, ,"<div class=""m"" style=""width:29px;"">&nbsp;</div>",https://forebears.io/forenames/nse,Nse,"30,769","1:5,771",,"30,936",Nigeria,Nigeria,"27,270th "
897,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/celestina,Celestina,"30,649","1:5,793",,"180,889",Angola,Angola,"5,799th "
898,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/halimatu,Halimatu,"30,352","1:5,850","
Halimatu is a feminine form of the masculine name Halim, meaning 'patient' and 'gentle'. Halima was the name of the foster mother of the Prophet Muhammad.
","33,428",Nigeria,Nigeria,"25,612th "
899,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/semiu,Semiu,"30,273","1:5,865",,"30,402",Nigeria,Nigeria,"27,619th "
900,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/cordelia,Cordelia,"30,272","1:5,866","A female name. when used to-day, this name is probably always taken from Shakespeare’s play King Lear. Shakespeare took (and slightly altered) the name from Holinshed where it appears as Cordeilla. It may be the same as Cordula which appears in Welsh and Cornish calendars as the name of one of the companions of St Ursula, and is found in German as Kordula or Kordel.","51,131",Nigeria,Nauru,"18,170th "
901,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/saturday,Saturday,"30,260","1:5,868",,"34,415",Nigeria,Liberia,"25,054th "
902,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/rufus,Rufus,"30,193","1:5,881","A male name. Latin rufus ‘red-haired’; used by Jews instead of Reuben, and in the USA sometimes by others.","70,276",Nigeria,Liberia,"13,814th "
903, ,"<div class=""m"" style=""width:17px;"">&nbsp;</div>",https://forebears.io/forenames/chinwendu,Chinwendu,"30,101","1:5,899",,"30,268",Nigeria,Nigeria,"27,708th "
904,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/robert,Robert,"30,086","1:5,902","A male name. . Old English Hreodbeorht was reinforced at the time of the Norman Conquest by French Robert from the corresponding Old German Hrodebert, a compound of hrothi ‘fame’ and berhta ‘bright’. It occurs frequently in Domesday Book, and has been a favourite name ever since.","10,170,794",United States,Wallis and Futuna,23rd 
905,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/clara,Clara,"30,063","1:5,906","A female name. (French Claire, Italian Chiara): f. of Latin clarus ‘bright’, ‘clear’; occurs in England from the beginning of the 13th C; in Latin as Clara, in English as Clare. It was apparently a f. form of Clarus, the name of at least two saints, a 3rd-C Bishop of Nantes and a 7th-C Norman saint; the latter gave his name to St Clair in Normandy, from which came the well-known family of St Clair or Sinclair.","1,153,930",United States,Equatorial Guinea,730th 
906,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/saviour,Saviour,"29,920","1:5,935",,"55,399",Nigeria,Malta,"16,932nd "
907,97%,"<div class=""m"" style=""width:97px;"">97%</div>",https://forebears.io/forenames/afolabi,Afolabi,"29,888","1:5,941","Afolabi is a Yoruba name that can be split thus: 'A fi Ola bi', meaning 'one born with wealth.' The name is common among wealthy Yoruba nobles.","31,310",Nigeria,Nigeria,"27,004th "
908,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/basil,Basil,"29,886","1:5,941","A male name. Greek βασίλειος ‘kingly’, the name of one of the great doctors of the Greek Church, St Basil the Great (329— 79), brother of St Gregory. The name has always been more common in the East than in the West, but it is found in England from the end of the 12th C.","137,934",Nigeria,Bahamas,"7,581st "
909,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ai,Ai,"29,854","1:5,948","Ay'-i, mass, heap. A town of Palestine, situate west of Bethel, and at a small distance north-west of Jericho. It is called by the LXX, Gai, and by Josephus, Ajah. Gen. xii. 8; Josh. vii. 2, &c.","1,004,558",Indonesia,Laos,892nd 
910,98%,"<div class=""m"" style=""width:98px;"">98%</div>",https://forebears.io/forenames/olatunde,Olatunde,"29,824","1:5,954",,"31,359",Nigeria,Nigeria,"26,970th "
911,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/kasim,Kasim,"29,637","1:5,991",,"208,234",India,Bosnia and Herzegovina,"5,013th "
912,76%,"<div class=""m"" style=""width:76px;"">76%</div>",https://forebears.io/forenames/tobi,Tobi,"29,569","1:6,005",,"69,777",Nigeria,Iran,"13,910th "
913,64%,"<div class=""m"" style=""width:64px;"">64%</div>",https://forebears.io/forenames/oluwatobi,Oluwatobi,"29,524","1:6,014",,"30,397",Nigeria,Nigeria,"27,624th "
914,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/saidat,Saidat,"29,406","1:6,038",,"36,347",Nigeria,Nigeria,"24,011th "
915,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/chidimma,Chidimma,"29,377","1:6,044",,"29,573",Nigeria,Nigeria,"28,190th "
916,83%,"<div class=""m"" style=""width:83px;"">83%</div>",https://forebears.io/forenames/aniekan,Aniekan,"29,366","1:6,047",,"29,554",Nigeria,Nigeria,"28,202nd "
917,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/maxwell,Maxwell,"29,360","1:6,048","A Teutonic name, meaning: [Dweller by the] big spring.","274,178",Ghana,Ghana,"3,832nd "
918,84%,"<div class=""m"" style=""width:84px;"">84%</div>",https://forebears.io/forenames/amaechi,Amaechi,"29,327","1:6,055",,"29,531",Nigeria,Nigeria,"28,219th "
919,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/faiza,Faiza,"29,204","1:6,080",,"458,220",Pakistan,Algeria,"2,218th "
